source,target,value
Mark Osborne,Mackenzie Foy,108
Matthew Vaughn,David Kelly,109
Matthew Vaughn,Henry Cavill,110
Matthew Vaughn,Nathaniel Parker,111
Mel Stuart,Jack Albertson,112
Mel Stuart,Peter Ostrum,113
Mel Stuart,Julie Dawn Cole,114
Mike Mayhall,Cody Howard,115
Mike Mayhall,David Raizor,116
Mike Mayhall,Martin Kove,117
Mike Newell,Daniel Radcliffe,118
Mike Newell,Robert Pattinson,119
Mike Newell,Rupert Grint,120
Nathan Greno,Donna Murphy,121
Nathan Greno,Brad Garrett,122
Nathan Greno,M.C. Gainey,123
Niki Caro,Rawiri Paratene,124
Niki Caro,Keisha Castle-Hughes,125
Niki Caro,Tammy Davis,126
Norman Jewison,Paul Michael Glaser,127
Norman Jewison,Topol,128
Norman Jewison,Rosalind Harris,129
Pete Docter,Delroy Lindo,130
Pete Docter,Mindy Kaling,131
Pete Docter,John Ratzenberger,132
Pete Docter,John Ratzenberger,133
Pete Docter,Amy Poehler,134
Pete Docter,Steve Buscemi,135
Pete Docter,Jess Harnell,136
Pete Docter,Phyllis Smith,137
Pete Docter,James Coburn,138
Peter H. Hunt,Ken Howard,139
Peter H. Hunt,Blythe Danner,140
Peter H. Hunt,Howard Caine,141
Phil Lord,Will Ferrell,142
Phil Lord,Morgan Freeman,143
Phil Lord,Alison Brie,144
Pierre Coffin,Miranda Cosgrove,145
Pierre Coffin,Steve Carell,146
Pierre Coffin,Jack McBrayer,147
Rich Moore,Sarah Silverman,148
Rich Moore,Jack McBrayer,149
Rich Moore,Joe Lo Truglio,150
Rob Reiner,Carol Kane,151
Rob Reiner,Robin Wright,152
Rob Reiner,Andre the Giant,153
Robert Stevenson,Glynis Johns,154
Robert Stevenson,Ed Wynn,155
Robert Stevenson,Elsa Lanchester,156
Robert Wise,Angela Cartwright,157
Robert Wise,Eleanor Parker,158
Robert Wise,Nicholas Hammond,159
Roger Allers,Nathan Lane,160
Roger Allers,Matthew Broderick,161
Roger Allers,Niketa Calame,162
Ron Clements,Frank Welker,163
Ron Clements,Robin Williams,164
Ron Clements,Scott Weinger,165
Stephane Aubier,Megan Mullally,166
Stephane Aubier,Mackenzie Foy,167
Stephane Aubier,Lambert Wilson,168
Steven Spielberg,Dee Wallace,169
Steven Spielberg,Henry Thomas,170
Steven Spielberg,Peter Coyote,171
Tim McCanlies,Robert Duvall,172
Tim McCanlies,Haley Joel Osment,173
Tim McCanlies,Emmanuelle Vaugier,174
Tomm Moore,Mick Lally,175
Tomm Moore,Sean Lennon,176
Tomm Moore,Evan McGuire,177
Victor Fleming,Terry,178
Victor Fleming,Margaret Hamilton,179
Victor Fleming,Billie Burke,180
Wes Anderson,Meryl Streep,181
Wes Anderson,Bill Murray,182
Wes Anderson,Helen McCrory,183
William Cottrell,Billy Gilbert,184
William Cottrell,Adriana Caselotti,185
William Cottrell,Lucille La Verne,186
